name,author,img_paths,bounding_boxes,text
Be Kind,Pat Zietlow Miller,dataset\adjusted_dataset\Childrens-Books\0000959.jpg,"[[[227, 53], [401, 53], [401, 117], [227, 117]]]","[""kIND""]"
Chicka Chicka Boom Boom,Bill Martin,dataset\adjusted_dataset\Childrens-Books\0000960.jpg,"[[[192, 60], [423, 60], [423, 120], [192, 120]]]","[""Chicka""]"
"The Magic School Bus, Lost in the Solar System",Joanna Cole,dataset\adjusted_dataset\Childrens-Books\0000961.jpg,"[[[1, 0], [455, 0], [455, 96], [1, 96]]]","[""ThMagis JskeolBus""]"
Frozen: A Tale of Two Sisters,Melissa Lagonegro,dataset\adjusted_dataset\Childrens-Books\0000962.jpg,"[[[61, 85], [288, 85], [288, 134], [61, 134]]]","[""FROZEN""]"
Letters from Father Christmas,J. R. R. Tolkien,dataset\adjusted_dataset\Childrens-Books\0000963.jpg,"[[[32, 448], [478, 448], [478, 480], [32, 480]]]","[""FXTHER CHRISTMAS""]"
National Geographic Kids Readers: Volcanoes,National Geographic,dataset\adjusted_dataset\Childrens-Books\0000964.jpg,"[[[51, 91], [473, 91], [473, 159], [51, 159]]]","[""Volcanoes""]"
Hey Little Ant,Hannah Hoose,dataset\adjusted_dataset\Childrens-Books\0000965.jpg,"[[[168, 10], [489, 10], [489, 88], [168, 88]]]","[""Little Ant""]"
Turtles All the Way Down,John Green,dataset\adjusted_dataset\Childrens-Books\0000966.jpg,"[[[147, 343], [372, 343], [372, 396], [147, 396]]]","[""al The""]"
Look Inside Cars,Rob Lloyd Jones,dataset\adjusted_dataset\Childrens-Books\0000967.jpg,"[[[160, 130], [332, 130], [332, 162], [160, 162]]]","[""Look Inside""]"
Ten Little Fingers and Ten Little Toes,Mem Fox,dataset\adjusted_dataset\Childrens-Books\0000968.jpg,"[[[28, 444], [512, 444], [512, 494], [28, 494]]]","[""Ten Little Fingers and Ten Liule Toes""]"
An Illustrated History of Notable Shadowhunters and Denizens of Downworld,Cassandra Clare,dataset\adjusted_dataset\Childrens-Books\0000969.jpg,"[[[91, 201], [419, 201], [419, 237], [91, 237]]]","[""Shadowhunters""]"
The Wicked King (The Folk of the Air #2),Holly Black,dataset\adjusted_dataset\Childrens-Books\0000970.jpg,"[[[347, 437], [459, 437], [459, 453], [347, 453]]]","[""Ikereul""]"
LEGO (R) Ninjago Character Encyclopedia,DK,dataset\adjusted_dataset\Childrens-Books\0000971.jpg,"[[[49, 133], [471, 133], [471, 173], [49, 173]]]","[""ENCYCLOPEDIA""]"
Doing It,Hannah Witton,dataset\adjusted_dataset\Childrens-Books\0000972.jpg,"[[[24, 66], [486, 66], [486, 146], [24, 146]]]","[""D \u20ac TN G""]"
"One Fish, Two Fish, Red Fish, Blue Fish",Dr. Seuss,dataset\adjusted_dataset\Childrens-Books\0000973.jpg,"[[[269, 383], [473, 383], [473, 427], [269, 427]]]","[""blue fish""]"
Champion,Marie Lu,dataset\adjusted_dataset\Childrens-Books\0000974.jpg,"[[[28, 424], [483, 424], [483, 488], [28, 488]]]","[""CHAMPION""]"
The Land of Stories: A Grimm Warning,Chris Colfer,dataset\adjusted_dataset\Childrens-Books\0000975.jpg,"[[[99, 41], [457, 41], [457, 105], [99, 105]]]","[""JAND \""STORIES""]"
LEGO Make Your Own Movie,Pat Murphy,dataset\adjusted_dataset\Childrens-Books\0000976.jpg,"[[[83, 143], [261, 143], [261, 181], [83, 181]]]","[""MakeYoUR WMik""]"
The Monster at the End of This Book: Sesame Street,Jon Stone,dataset\adjusted_dataset\Childrens-Books\0000977.jpg,"[[[28, 84], [320, 84], [320, 136], [28, 136]]]","[""Monster""]"
Excellent Excuses (And Other Good Stuff),Liz Pichon,dataset\adjusted_dataset\Childrens-Books\0000978.jpg,"[[[140, 227], [356, 227], [356, 276], [140, 276]]]","[""Excel[ent""]"
My Completely Best Story Collection,Lauren Child,dataset\adjusted_dataset\Childrens-Books\0000979.jpg,"[[[116, 76], [389, 76], [389, 169], [116, 169]]]","[""completely""]"
The Infernal Devices 1: Clockwork Angel,Cassandra Clare,dataset\adjusted_dataset\Childrens-Books\0000980.jpg,"[[[171, 245], [347, 245], [347, 287], [171, 287]]]","[""ANGEL""]"
Everything is Illuminated,Jonathan Safran Foer,dataset\adjusted_dataset\Childrens-Books\0000981.jpg,"[[[105, 0], [483, 0], [483, 126], [105, 126]]]","[""VERYTHiN9""]"
Who Was Albert Einstein?,Jess Brallier,dataset\adjusted_dataset\Childrens-Books\0000982.jpg,"[[[103, 83], [397, 83], [397, 145], [103, 145]]]","[""Einstein?""]"
A Day at the Fire Station,Garth Williams,dataset\adjusted_dataset\Childrens-Books\0000983.jpg,"[[[82, 91], [428, 91], [428, 144], [82, 144]]]","[""the Fire Station""]"
We Are in a Book!,Mo Willems,dataset\adjusted_dataset\Childrens-Books\0000984.jpg,"[[[59, 31], [457, 31], [457, 98], [59, 98]]]","[""We Are in""]"
What to Do When You Dread Your Bed,Dawn Huebner,dataset\adjusted_dataset\Childrens-Books\0000985.jpg,"[[[192, 136], [346, 136], [346, 160], [192, 160]]]","[""TouR DED""]"
The Midnight Gang,David Walliams,dataset\adjusted_dataset\Childrens-Books\0000986.jpg,"[[[12, 370], [486, 370], [486, 450], [12, 450]]]","[""MiDNiGHT""]"
Clean Code,Robert C. Martin,dataset\adjusted_dataset\Computing\0000001.jpg,"[[[75, 97], [437, 97], [437, 157], [75, 157]]]","[""Clean Code""]"
The Legend of Zelda,Shigeru Miyamoto,dataset\adjusted_dataset\Computing\0000002.jpg,"[[[131, 45], [385, 45], [385, 133], [131, 133]]]","[""ZELDA""]"
"Don't Make Me Think, Revisited",Steve Krug,dataset\adjusted_dataset\Computing\0000003.jpg,"[[[289, 408], [471, 392], [473, 442], [291, 458]]]","[""Revisited""]"
"Godel, Escher, Bach",Douglas R. Hofstadter,dataset\adjusted_dataset\Computing\0000004.jpg,"[[[355, 380], [482, 380], [482, 408], [355, 408]]]","[""RACH:""]"
Superintelligence,Nick Bostrom,dataset\adjusted_dataset\Computing\0000005.jpg,"[[[9, 65], [483, 65], [483, 107], [9, 107]]]","[""SUPERINTELLIGENCE""]"
"Web Design with HTML, CSS, JavaScript and jQuery Set",Jon Duckett,dataset\adjusted_dataset\Computing\0000006.jpg,[],[]
Cracking the Coding Interview,Gayle Laakmann McDowell,dataset\adjusted_dataset\Computing\0000007.jpg,"[[[56, 114], [466, 114], [466, 166], [56, 166]]]","[""CODING INTERVIEW""]"
The Internet is a Playground,David Thorne,dataset\adjusted_dataset\Computing\0000008.jpg,"[[[12, 127], [437, 127], [437, 167], [12, 167]]]","[""theinternetisa""]"
DanTDM: Trayaurus and the Enchanted Crystal,DanTDM,dataset\adjusted_dataset\Computing\0000009.jpg,"[[[7, 49], [502, 49], [502, 110], [7, 110]]]","[""IatiEnttd @rtSTaZ""]"
Life 3.0,Max Tegmark,dataset\adjusted_dataset\Computing\0000010.jpg,"[[[74, 212], [436, 212], [436, 288], [74, 288]]]","[""Life 30""]"
Alan Turing: The Enigma,Andrew Hodges,dataset\adjusted_dataset\Computing\0000011.jpg,"[[[217, 371], [469, 371], [469, 409], [217, 409]]]","[""TURING:""]"
The Pragmatic Programmer,Andrew Hunt,dataset\adjusted_dataset\Computing\0000012.jpg,"[[[96, 92], [490, 92], [490, 168], [96, 168]]]","[""Programmer""]"
Weapons of Math Destruction,Cathy O'neil,dataset\adjusted_dataset\Computing\0000013.jpg,"[[[22, 122], [488, 122], [488, 172], [22, 172]]]","[""Math DESTRUCTIOM""]"
Digital Minimalism,Cal Newport,dataset\adjusted_dataset\Computing\0000014.jpg,"[[[142, 26], [364, 26], [364, 50], [142, 50]]]","[""\""rlel MIlntnlin""]"
HTML and CSS,Jon Duckett,dataset\adjusted_dataset\Computing\0000015.jpg,"[[[176, 230], [338, 230], [338, 258], [176, 258]]]","[""HTMLC55""]"
Clean Architecture,Robert C. Martin,dataset\adjusted_dataset\Computing\0000016.jpg,"[[[57, 97], [453, 97], [453, 142], [57, 142]]]","[""Clean Architecture""]"
Design Patterns,Erich Gamma,dataset\adjusted_dataset\Computing\0000017.jpg,"[[[46, 10], [418, 10], [418, 87], [46, 87]]]","[""Design Pattcrns""]"
The Clean Coder,Robert C. Martin,dataset\adjusted_dataset\Computing\0000018.jpg,"[[[20, 94], [478, 94], [478, 146], [20, 146]]]","[""The Clean Coder""]"
World Of Warcraft: Chronicle Volume 1,Blizzard,dataset\adjusted_dataset\Computing\0000019.jpg,"[[[135, 63], [378, 63], [378, 117], [135, 117]]]","[""WARCKATT""]"
Hands-On Machine Learning with Scikit-Learn and TensorFlow,Aurelien Geron,dataset\adjusted_dataset\Computing\0000020.jpg,"[[[47, 106], [468, 106], [468, 168], [47, 168]]]","[""Machine Learning""]"
Code Complete,Steve McConnell,dataset\adjusted_dataset\Computing\0000021.jpg,"[[[32, 122], [330, 122], [330, 174], [32, 174]]]","[""COMPLETE""]"
Head First Design Patterns,Eric Freeman,dataset\adjusted_dataset\Computing\0000022.jpg,"[[[16, 54], [494, 54], [494, 151], [16, 151]]]","[""Design Patterns""]"
Never Eat Alone,Keith Ferrazzi,dataset\adjusted_dataset\Computing\0000023.jpg,"[[[146, 147], [367, 147], [367, 215], [146, 215]]]","[""NEVER""]"
The Shallows,Nicholas Carr,dataset\adjusted_dataset\Computing\0000024.jpg,"[[[0, 376], [512, 376], [512, 468], [0, 468]]]","[""SHALLOWS""]"
Discovering Statistics Using IBM SPSS Statistics,Andy Field,dataset\adjusted_dataset\Computing\0000025.jpg,"[[[22, 184], [490, 184], [490, 238], [22, 238]]]","[""IBM SPSS StaTISTICS""]"
Designing Data-Intensive Applications,Martin Kleppmann,dataset\adjusted_dataset\Computing\0000026.jpg,"[[[48, 108], [465, 108], [465, 169], [48, 169]]]","[""Data Intensive""]"
SPSS Survival Manual,Julie Pallant,dataset\adjusted_dataset\Computing\0000027.jpg,"[[[82, 137], [267, 111], [272, 152], [86, 178]]]","[""SURVIVAL""]"
Code,Charles Petzold,dataset\adjusted_dataset\Computing\0000028.jpg,"[[[186, 448], [337, 448], [337, 469], [186, 469]]]","[""cvfuuod""]"
JavaScript: The Good Parts,Douglas Crockford,dataset\adjusted_dataset\Computing\0000029.jpg,"[[[23, 322], [488, 322], [488, 372], [23, 372]]]","[""The Good parts""]"
Automate The Boring Stuff With Python,Al Sweigart,dataset\adjusted_dataset\Computing\0000030.jpg,"[[[130, 60], [486, 60], [486, 92], [130, 92]]]","[""BORING Stuff""]"
R for Data Science,Garrett Grolemund,dataset\adjusted_dataset\Computing\0000031.jpg,"[[[55, 267], [460, 267], [460, 336], [55, 336]]]","[""R for Data""]"
World Of Warcraft Chronicle Volume 2,Blizzard Entertainment,dataset\adjusted_dataset\Computing\0000032.jpg,"[[[138, 62], [379, 62], [379, 125], [138, 125]]]","[""WARCRATT;""]"
The Mythical Man-Month,Frederick P. Brooks Jr.,dataset\adjusted_dataset\Computing\0000033.jpg,"[[[131, 349], [419, 349], [419, 385], [131, 385]]]","[""MYTHICAL""]"
Algorithms to Live By,Brian Christian,dataset\adjusted_dataset\Computing\0000034.jpg,"[[[186, 27], [351, 27], [351, 105], [186, 105]]]","[""oRi""]"
This is Service Design Doing,Adam Lawrence,dataset\adjusted_dataset\Computing\0000035.jpg,"[[[217, 141], [472, 141], [472, 219], [217, 219]]]","[""SERVICE""]"
All Marketers are Liars,Seth Godin,dataset\adjusted_dataset\Computing\0000036.jpg,"[[[101, 231], [413, 231], [413, 267], [101, 267]]]","[""MARKETERS""]"
"Blood, Sweat, and Pixels",Jason Schreier,dataset\adjusted_dataset\Computing\0000037.jpg,"[[[19, 463], [272, 463], [272, 501], [19, 501]]]","[""SCHREIER""]"
The Master Algorithm,Pedro Domingos,dataset\adjusted_dataset\Computing\0000038.jpg,"[[[134, 222], [371, 222], [371, 273], [134, 273]]]","[""ThE Master""]"
Head First Java,Kathy Sierra,dataset\adjusted_dataset\Computing\0000039.jpg,"[[[135, 41], [378, 41], [378, 93], [135, 93]]]","[""Head First""]"
Deep Learning,Yoshua Bengio,dataset\adjusted_dataset\Computing\0000040.jpg,"[[[210, 64], [430, 64], [430, 96], [210, 96]]]","[""LEARNING""]"
C Programming Language,Brian W. Kernighan,dataset\adjusted_dataset\Computing\0000041.jpg,"[[[83, 289], [425, 289], [425, 331], [83, 331]]]","[""PROGRAMMNG""]"
100 Things Every Designer Needs to Know About People,Susan Weinschenk,dataset\adjusted_dataset\Computing\0000042.jpg,"[[[12, 123], [502, 123], [502, 195], [12, 195]]]","[""100 THINGS""]"
Refactoring,Martin Fowler,dataset\adjusted_dataset\Computing\0000043.jpg,"[[[28, 208], [420, 208], [420, 258], [28, 258]]]","[""REFACTORING""]"
Effective Java,Joshua Bloch,dataset\adjusted_dataset\Computing\0000044.jpg,"[[[38, 114], [476, 114], [476, 190], [38, 190]]]","[""Effective Java""]"
Python Pocket Reference,Mark Lutz,dataset\adjusted_dataset\Computing\0000045.jpg,"[[[64, 184], [448, 184], [448, 238], [64, 238]]]","[""Reference""]"
The Brand Gap,Marty Neumeier,dataset\adjusted_dataset\Computing\0000046.jpg,"[[[344, 150], [512, 150], [512, 300], [344, 300]]]","[""ND""]"
Permanent Record,Edward Snowden,dataset\adjusted_dataset\Computing\0000047.jpg,"[[[145, 437], [231, 437], [231, 467], [145, 467]]]","[""nent""]"
An Introduction to Statistical Learning,Gareth James,dataset\adjusted_dataset\Computing\0000048.jpg,"[[[64, 164], [396, 164], [396, 212], [64, 212]]]","[""AnIntroduction""]"
"Hacking: The Art Of Exploitation, 2nd Edition",Jon Erickson,dataset\adjusted_dataset\Computing\0000049.jpg,"[[[210, 262], [478, 262], [478, 288], [210, 288]]]","[""OF EXPLOITATICN""]"
World Of Warcraft Chronicle Volume 3,Blizzard Entertainment,dataset\adjusted_dataset\Computing\0000050.jpg,"[[[134, 40], [382, 40], [382, 126], [134, 126]]]","[""WARCRTT""]"
Python Crash Course (2nd Edition),Eric Matthes,dataset\adjusted_dataset\Computing\0000051.jpg,"[[[90, 30], [420, 30], [420, 78], [90, 78]]]","[""PYTHON""]"
Mastering Bitcoin 2e,Andreas Antonopoulos,dataset\adjusted_dataset\Computing\0000052.jpg,"[[[48, 139], [345, 139], [345, 203], [48, 203]]]","[""Mastering""]"
Data Science for Business,Foster Provost,dataset\adjusted_dataset\Computing\0000053.jpg,"[[[43, 60], [471, 60], [471, 126], [43, 126]]]","[""Data Science""]"
Crushing It!,Gary Vaynerchuk,dataset\adjusted_dataset\Computing\0000054.jpg,"[[[7, 145], [503, 145], [503, 235], [7, 235]]]","[""CRUSHING IT""]"
"Capture Your Style:Transform Your Instagram Photos, Showcase Your",Aimee Song,dataset\adjusted_dataset\Computing\0000055.jpg,[],[]
Domain-Driven Design,Eric Evans,dataset\adjusted_dataset\Computing\0000056.jpg,"[[[78, 34], [358, 34], [358, 82], [78, 82]]]","[""Domain-Driven""]"
Building Microservices,Sam Newman,dataset\adjusted_dataset\Computing\0000057.jpg,"[[[19, 123], [494, 123], [494, 183], [19, 183]]]","[""Microservices""]"
Accelerate,Nicole Forsgren,dataset\adjusted_dataset\Computing\0000058.jpg,"[[[38, 60], [478, 60], [478, 114], [38, 114]]]","[""ACCELERATE""]"
Running Lean,Ash Maurya,dataset\adjusted_dataset\Computing\0000059.jpg,"[[[15, 87], [501, 87], [501, 219], [15, 219]]]","[""RUNNING""]"
"Legend Of Zelda, The: Art & Artifacts",Nintendo USA,dataset\adjusted_dataset\Computing\0000060.jpg,"[[[132, 436], [392, 436], [392, 462], [132, 462]]]","[""Tl & AATFA T9""]"
The Art of Horizon,Paul Davies,dataset\adjusted_dataset\Computing\0000061.jpg,"[[[101, 257], [275, 257], [275, 325], [101, 325]]]","[""Hori""]"
slide:ology,Nancy Duarte,dataset\adjusted_dataset\Computing\0000062.jpg,"[[[235, 102], [478, 102], [478, 169], [235, 169]]]","[""sliderology""]"
The Singularity is Near,Ray Kurzweil,dataset\adjusted_dataset\Computing\0000063.jpg,"[[[35, 166], [482, 166], [482, 208], [35, 208]]]","[""5INGULAKTTY""]"
User Story Mapping,Jeff Patton,dataset\adjusted_dataset\Computing\0000064.jpg,"[[[58, 249], [452, 249], [452, 326], [58, 326]]]","[""User Story""]"
"Trust Me, I'm Lying",Ryan Holiday,dataset\adjusted_dataset\Computing\0000065.jpg,"[[[-5, 302], [488, 224], [499, 307], [5, 385]]]","[""TRUSTME;""]"
The Book of Why,Judea Pearl,dataset\adjusted_dataset\Computing\0000066.jpg,"[[[94, 157], [419, 157], [419, 250], [94, 250]]]","[""Book""]"
"Sekiro Shadows Die Twice, Official Game Guide",Future Press,dataset\adjusted_dataset\Computing\0000067.jpg,[],[]
Sidemen: The Book,The Sidemen,dataset\adjusted_dataset\Computing\0000068.jpg,[],[]
The World Of The Witcher,CD Projekt Red,dataset\adjusted_dataset\Computing\0000069.jpg,,
Kill All Normies,Angela Nagle,dataset\adjusted_dataset\Computing\0000070.jpg,"[[[18, 174], [498, 174], [498, 278], [18, 278]]]","[""NORMIES""]"
Effective Modern C++,Scott Meyers,dataset\adjusted_dataset\Computing\0000071.jpg,"[[[24, 354], [501, 354], [501, 422], [24, 422]]]","[""Mlodern C++""]"
The Animator's Survival Kit,Richard E. Williams,dataset\adjusted_dataset\Computing\0000072.jpg,"[[[68, 386], [424, 386], [424, 460], [68, 460]]]","[""SURVTVAL KIT""]"
Ghost In The Wires,Kevin D. Mitnick,dataset\adjusted_dataset\Computing\0000073.jpg,"[[[39, 144], [475, 109], [475, 208], [38, 242]]]","[""GhOst""]"
"Python for Data Analysis, 2e",Wes McKinney,dataset\adjusted_dataset\Computing\0000074.jpg,"[[[49, 156], [467, 156], [467, 224], [49, 224]]]","[""Data Analysis""]"
"Lean UX, 2e",Jeff Gothelf,dataset\adjusted_dataset\Computing\0000075.jpg,"[[[16, 86], [510, 86], [510, 262], [16, 262]]]","[""LEAN""]"
The Mood Cure,Julia Ross,dataset\adjusted_dataset\Computing\0000076.jpg,"[[[67, 155], [397, 155], [397, 263], [67, 263]]]","[""CURE""]"
Logo Design Love,David Airey,dataset\adjusted_dataset\Computing\0000077.jpg,"[[[121, 117], [436, 117], [436, 179], [121, 179]]]","[""DESIGN""]"
The Art Of The Mass Effect Universe,Casey Hudson,dataset\adjusted_dataset\Computing\0000078.jpg,"[[[63, 17], [458, 17], [458, 94], [63, 94]]]","[""MASS""]"
Masters Of Doom,David Kushner,dataset\adjusted_dataset\Computing\0000079.jpg,"[[[0, 5], [505, 5], [505, 143], [0, 143]]]","[""MASTEPS""]"
Hold Me Tight,Sue Johnson,dataset\adjusted_dataset\Computing\0000080.jpg,"[[[52, 61], [459, 61], [459, 134], [52, 134]]]","[""Hold Me""]"
Fluent Python,Luciano Ramalho,dataset\adjusted_dataset\Computing\0000081.jpg,"[[[12, 179], [293, 179], [293, 260], [12, 260]]]","[""Fluent""]"
Everybody Lies,Seth Stephens-davidowitz,dataset\adjusted_dataset\Computing\0000082.jpg,"[[[49, 35], [469, 35], [469, 101], [49, 101]]]","[""EVERYBODY""]"
Storm King's Thunder,Wizards RPG Team,dataset\adjusted_dataset\Computing\0000083.jpg,"[[[63, 37], [478, 37], [478, 86], [63, 86]]]","[""STORMKING S THUNDER""]"
The Manager`s Path,Camille Fournier,dataset\adjusted_dataset\Computing\0000084.jpg,"[[[27, 83], [457, 83], [457, 169], [27, 169]]]","[""Manager'S""]"
The Art of Deception,Kevin D. Mitnick,dataset\adjusted_dataset\Computing\0000085.jpg,"[[[18, 26], [494, 26], [494, 104], [18, 104]]]","[""THE ART OF""]"
Tales from the Yawning Portal,Wizards RPG Team,dataset\adjusted_dataset\Computing\0000086.jpg,"[[[95, 73], [441, 73], [441, 117], [95, 117]]]","[""ThE YANNING PORTAL""]"
"Get Coding! Learn HTML, CSS, and JavaScript and Build a Website, App, and Game",Young Rewired State,dataset\adjusted_dataset\Computing\0000087.jpg,"[[[59, 241], [453, 241], [453, 277], [59, 277]]]","[""1 builda Yebsite- JFP & gan2""]"
The Elements of Statistical Learning,Trevor Hastie,dataset\adjusted_dataset\Computing\0000088.jpg,"[[[86, 220], [460, 220], [460, 268], [86, 268]]]","[""Rtatistica| Learnini""]"
AI Superpowers,Kai-Fu Lee,dataset\adjusted_dataset\Computing\0000089.jpg,"[[[18, 185], [491, 185], [491, 263], [18, 263]]]","[""POWERS""]"
Alibaba,Duncan Clark,dataset\adjusted_dataset\Computing\0000090.jpg,"[[[28, 69], [491, 69], [491, 141], [28, 141]]]","[""Alibaba""]"
"The Digital Photography Book, Part 3",Scott Kelby,dataset\adjusted_dataset\Computing\0000091.jpg,"[[[100, 98], [410, 98], [410, 152], [100, 152]]]","[""Photography""]"
Discovering Statistics Using R,Andy Field,dataset\adjusted_dataset\Computing\0000092.jpg,"[[[23, 103], [490, 103], [490, 139], [23, 139]]]","[""DISCOVERING STATsTies""]"
Learning Python,Mark Lutz,dataset\adjusted_dataset\Computing\0000093.jpg,"[[[44, 104], [469, 104], [469, 220], [44, 220]]]","[""Python""]"
The Rise of the Robots,Martin Ford,dataset\adjusted_dataset\Computing\0000094.jpg,"[[[60, 120], [456, 120], [456, 192], [60, 192]]]","[""ROBOTS""]"
C++ Primer,Stanley B. Lippman,dataset\adjusted_dataset\Computing\0000095.jpg,"[[[19, 225], [453, 225], [453, 364], [19, 364]]]","[""C+ter""]"
Superintelligence,Nick Bostrom,dataset\adjusted_dataset\Computing\0000096.jpg,"[[[19, 73], [495, 73], [495, 115], [19, 115]]]","[""SUPERINTELLIGENCE""]"
Learn Python 3 the Hard Way,Zed A. Shaw,dataset\adjusted_dataset\Computing\0000097.jpg,"[[[106, 303], [444, 303], [444, 356], [106, 356]]]","[""the HARD WAY""]"
Coaching Agile Teams,Lyssa Adkins,dataset\adjusted_dataset\Computing\0000098.jpg,"[[[28, 158], [390, 158], [390, 210], [28, 210]]]","[""ACILE TEAMS""]"
Effective Java,Joshua Bloch,dataset\adjusted_dataset\Computing\0000099.jpg,"[[[50, 100], [467, 100], [467, 156], [50, 156]]]","[""Effective Java""]"
The Go Programming Language,Alan Donovan,dataset\adjusted_dataset\Computing\0000100.jpg,"[[[92, 137], [377, 137], [377, 205], [92, 205]]]","[""Progranuning""]"
Working Effectively with Legacy Code,Michael Feathers,dataset\adjusted_dataset\Computing\0000101.jpg,"[[[56, 322], [464, 322], [464, 378], [56, 378]]]","[""EFFECTIVELY""]"
"HBR's 10 Must Reads on Managing Yourself (with bonus article ""How Will You Measure Your Life?"" by Clayton M. Christensen)",Peter F. Drucker,dataset\adjusted_dataset\Computing\0000102.jpg,[],[]
Tony Northrup's DSLR Book,Tony Northrup,dataset\adjusted_dataset\Computing\0000103.jpg,"[[[112, 420], [481, 420], [481, 464], [112, 464]]]","[""STUNNINEDIGITAL""]"
The Art Of The Last Of Us,Naughty Dog Studios,dataset\adjusted_dataset\Computing\0000104.jpg,"[[[373, 19], [459, 19], [459, 79], [373, 79]]]","[""THE""]"
Patterns of Enterprise Application Architecture,Martin Fowler,dataset\adjusted_dataset\Computing\0000105.jpg,"[[[35, 215], [333, 215], [333, 251], [35, 251]]]","[""ARCHITECTURE""]"
Python For Kids,Jason Briggs,dataset\adjusted_dataset\Computing\0000106.jpg,"[[[36, 22], [480, 22], [480, 94], [36, 94]]]","[""Python""]"
Refactoring,Martin Fowler,dataset\adjusted_dataset\Computing\0000107.jpg,"[[[39, 45], [382, 45], [382, 133], [39, 133]]]","[""REFACTORING""]"
Structure and Interpretation of Computer Programs,Harold Abelson,dataset\adjusted_dataset\Computing\0000108.jpg,"[[[272, 46], [470, 46], [470, 74], [272, 74]]]","[""Intetpretation""]"
Continuous Delivery,Jez Humble,dataset\adjusted_dataset\Computing\0000109.jpg,"[[[31, 145], [386, 145], [386, 202], [31, 202]]]","[""CONTINUOUS""]"
Rocket Surgery Made Easy,Steve Krug,dataset\adjusted_dataset\Computing\0000110.jpg,"[[[29, 203], [480, 203], [480, 283], [29, 283]]]","[""SURRGERY""]"
"The Digital Photography Book, Part 2",Scott Kelby,dataset\adjusted_dataset\Computing\0000111.jpg,"[[[100, 93], [409, 93], [409, 155], [100, 155]]]","[""Photography""]"
The Lego Technic Idea Book: Simple Machines,Yoshihito Isogawa,dataset\adjusted_dataset\Computing\0000112.jpg,"[[[24, 118], [490, 118], [490, 150], [24, 150]]]","[""The LEGO Technic Idea Book""]"
"HBR's 10 Must Reads on Strategy (including featured article ""What Is Strategy?"" by Michael E. Porter)",Harvard Business Review,dataset\adjusted_dataset\Computing\0000113.jpg,[],[]
"HBR's 10 Must Reads on Leadership (with featured article ""What Makes an Effective Executive,"" by Peter F. Drucker)",Harvard Business Review,dataset\adjusted_dataset\Computing\0000114.jpg,[],[]
The Legend Of Zelda Encyclopedia,Nintendo,dataset\adjusted_dataset\Computing\0000115.jpg,"[[[140, 436], [372, 436], [372, 460], [140, 460]]]","[""ENL YCLOFEDIA""]"
Fanatical Prospecting,Jeb Blount,dataset\adjusted_dataset\Computing\0000116.jpg,"[[[11, 193], [501, 193], [501, 261], [11, 261]]]","[""PROSPECTING""]"
Introduction to Algorithms,Thomas H. Cormen,dataset\adjusted_dataset\Computing\0000117.jpg,"[[[113, 389], [493, 389], [493, 433], [113, 433]]]","[""ALGORITAMS""]"
Blockchain Revolution,Don Tapscott,dataset\adjusted_dataset\Computing\0000118.jpg,"[[[37, 25], [475, 25], [475, 111], [37, 111]]]","[""BLOCKCHAIN""]"
Alan Turing: The Enigma,Andrew Hodges,dataset\adjusted_dataset\Computing\0000119.jpg,"[[[224, 58], [511, 58], [511, 123], [224, 123]]]","[""TURING""]"
Effective C++,Scott Meyers,dataset\adjusted_dataset\Computing\0000120.jpg,"[[[18, 35], [338, 35], [338, 113], [18, 113]]]","[""Effcctivc C ""]"
Ten Things Every Child with Autism Wishes You Knew,Ellen Notbohm,dataset\adjusted_dataset\Computing\0000121.jpg,"[[[60, 319], [451, 319], [451, 363], [60, 363]]]","[""Every Child With""]"
Peopleware,Tom DeMarco,dataset\adjusted_dataset\Computing\0000122.jpg,"[[[34, 66], [388, 66], [388, 118], [34, 118]]]","[""Peopleware""]"
The Web Application Hacker's Handbook,Dafydd Stuttard,dataset\adjusted_dataset\Computing\0000123.jpg,"[[[162, 130], [452, 130], [452, 206], [162, 206]]]","[""Handhook""]"
Minecraft Survival Sticker Book,Mojang AB,dataset\adjusted_dataset\Computing\0000124.jpg,"[[[68, 90], [446, 90], [446, 120], [68, 120]]]","[""survivaL STIcKER Book""]"
Python Data Science Handbook,Jake Vanderplas,dataset\adjusted_dataset\Computing\0000125.jpg,"[[[49, 266], [440, 266], [440, 331], [49, 331]]]","[""Data Science""]"
Site Reliability Engineering,Betsy Beyer,dataset\adjusted_dataset\Computing\0000126.jpg,"[[[45, 216], [384, 216], [384, 302], [45, 302]]]","[""Reliability""]"
Novacene,James Lovelock,dataset\adjusted_dataset\Computing\0000127.jpg,"[[[272, 64], [476, 64], [476, 96], [272, 96]]]","[""Ncvacene""]"
Test Driven Development,Kent Beck,dataset\adjusted_dataset\Computing\0000128.jpg,"[[[25, 155], [377, 155], [377, 199], [25, 199]]]","[""DEVELOPMENT""]"
The Death of Expertise,Tom Nichols,dataset\adjusted_dataset\Computing\0000129.jpg,"[[[137, 129], [495, 129], [495, 185], [137, 185]]]","[""EXPERTISE""]"
Computer Coding Games for Kids,Carol Vorderman,dataset\adjusted_dataset\Computing\0000130.jpg,"[[[22, 442], [268, 442], [268, 468], [22, 468]]]","[""MOURORNOO PUTERC NES""]"
The Last Of Us: American Dreams,Faith Erin Hicks,dataset\adjusted_dataset\Computing\0000131.jpg,"[[[332, 190], [490, 190], [490, 216], [332, 216]]]","[""AMerICAN""]"
