image,name,author,format,book_depository_stars,price,currency,old_price,isbn,category,img_paths
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0075/9780007553631.jpg,Pete the Cat I Love My White Shoes,Eric Litwin,Paperback,4.5,7.44,$,8.8,9780007553631,Childrens-Books,dataset/Childrens-Books/0000676.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0071/9780007182329.jpg,The Way Back Home,Oliver Jeffers,Paperback,4.0,8.30,$,8.8,9780007182329,Childrens-Books,dataset/Childrens-Books/0000677.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4398/9780439895293.jpg,The Arrival,Shaun Tan,Hardback,4.5,18.30,$,21.6,9780439895293,Childrens-Books,dataset/Childrens-Books/0000678.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0072/9780007241620.jpg,Skulduggery Pleasant,Derek Landy,Paperback,4.0,7.64,$,8.8,9780007241620,Childrens-Books,dataset/Childrens-Books/0000679.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7841/9781784161002.jpg,The Heart's Invisible Furies,John Boyne,Paperback,4.5,11.47,$,11.5,9781784161002,Childrens-Books,dataset/Childrens-Books/0000680.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8532/9781853261046.jpg,The Secret Garden,Frances Hodgson Burnett,Paperback,4.0,3.59,$,,9781853261046,Childrens-Books,dataset/Childrens-Books/0000681.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9105/9781910561713.jpg,Guinness World Records 2018,Guinness World Records,Hardback,4.5,11.98,$,,9781910561713,Childrens-Books,dataset/Childrens-Books/0000682.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1413/9780141325491.jpg,The Lost Hero (Heroes of Olympus Book 1),Rick Riordan,Paperback,4.5,9.85,$,,9780141325491,Childrens-Books,dataset/Childrens-Books/0000683.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0999/9780099908500.jpg,Fiesta,Ernest Hemingway,Paperback,4.0,7.89,$,10.3,9780099908500,Childrens-Books,dataset/Childrens-Books/0000684.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7824/9781782439073.jpg,Where's the Unicorn?,Sophie Schrey,Paperback,4.0,6.29,$,8.8,9781782439073,Childrens-Books,dataset/Childrens-Books/0000685.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3123/9780312367558.jpg,A Wrinkle in Time,Madeleine L'Engle,Paperback,4.0,6.12,$,7.0,9780312367558,Childrens-Books,dataset/Childrens-Books/0000686.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6196/9781619634442.jpg,A Court of Thorns and Roses,Sarah J. Maas,Hardback,4.5,15.63,$,18.0,9781619634442,Childrens-Books,dataset/Childrens-Books/0000687.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7460/9780746089392.jpg,Diggers Sticker Book,Dan Crisp,Paperback,3.0,6.30,$,7.8,9780746089392,Childrens-Books,dataset/Childrens-Books/0000688.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7475/9780747594802.jpg,The Graveyard Book,Neil Gaiman,Paperback,4.0,7.73,$,10.3,9780747594802,Childrens-Books,dataset/Childrens-Books/0000689.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1413/9780141345741.jpg,Diary of a Wimpy Kid,Jeff  Kinney,Paperback,4.0,7.09,$,7.8,9780141345741,Childrens-Books,dataset/Childrens-Books/0000690.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4926/9781492674313.jpg,P Is for Pterodactyl,Raj Haldar,Hardback,4.0,11.99,$,17.0,9781492674313,Childrens-Books,dataset/Childrens-Books/0000691.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/6188/9780618871711.jpg,Fun Home,Alison Bechdel,Paperback,4.0,14.86,$,17.0,9780618871711,Childrens-Books,dataset/Childrens-Books/0000692.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7837/9781783705825.jpg,Harry Potter Magical Creatures Colouring Book,,Paperback,4.5,9.54,$,12.9,9781783705825,Childrens-Books,dataset/Childrens-Books/0000693.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/5475/9780547577319.jpg,A Long Walk to Water,Linda Sue Park,Paperback,4.5,7.41,$,9.3,9780547577319,Childrens-Books,dataset/Childrens-Books/0000694.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4093/9781409309062.jpg,My Daddy,Collectif,Board book,4.0,6.20,$,,9781409309062,Childrens-Books,dataset/Childrens-Books/0000695.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7868/9780786836505.jpg,"The Pigeon Has Feelings, Too!",Mo Willems,Board book,4.0,6.76,$,,9780786836505,Childrens-Books,dataset/Childrens-Books/0000696.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4169/9781416936473.jpg,Hatchet,Gary Paulsen,Paperback,3.5,7.57,$,9.3,9781416936473,Childrens-Books,dataset/Childrens-Books/0000697.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0072/9780007257058.jpg,Playing With Fire,Derek Landy,Paperback,4.5,7.46,$,8.8,9780007257058,Childrens-Books,dataset/Childrens-Books/0000698.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3409/9780340931837.jpg,CHERUB: The Sleepwalker,Robert Muchamore,Paperback,4.0,7.04,$,10.3,9780340931837,Childrens-Books,dataset/Childrens-Books/0000699.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/5459/9780545935180.jpg,The Adventures of Dog Man 4: Dog Man and Cat Kid,Dav Pilkey,Hardback,4.5,11.09,$,13.9,9780545935180,Childrens-Books,dataset/Childrens-Books/0000700.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1413/9780141342443.jpg,Magnus Chase and the Sword of Summer (Book 1),Rick Riordan,Paperback,4.5,9.70,$,,9780141342443,Childrens-Books,dataset/Childrens-Books/0000701.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7624/9780762428212.jpg,Harry Potter Golden Snitch Sticker Kit,Running Press,Paperback,4.0,6.15,$,7.99,9780762428212,Childrens-Books,dataset/Childrens-Books/0000702.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1413/9780141346113.jpg,"Will Grayson, Will Grayson",John Green,Paperback,4.0,8.26,$,10.3,9780141346113,Childrens-Books,dataset/Childrens-Books/0000703.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/5473/9780547396941.jpg,Donde Esta La Oveja Verde?/Where Is the Green Sheep?,Mem Fox,Board book,4.0,5.51,$,,9780547396941,Childrens-Books,dataset/Childrens-Books/0000704.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4063/9781406300406.jpg,Guess How Much I Love You,Sam McBratney,Paperback,4.5,7.54,$,8.8,9781406300406,Childrens-Books,dataset/Childrens-Books/0000705.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4063/9781406379242.jpg,Scythe,Neal Shusterman,Paperback,4.5,7.94,$,10.5,9781406379242,Childrens-Books,dataset/Childrens-Books/0000706.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/6700/9780670076758.jpg,Kissed by the Moon,Alison Lester,Hardback,4.5,17.43,$,,9780670076758,Childrens-Books,dataset/Childrens-Books/0000707.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9789/6798/9789679854459.jpg,Theory Made Easy For Little Children Level 2,Lina Ng,Book,4.5,6.25,$,,9789679854459,Childrens-Books,dataset/Childrens-Books/0000708.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7232/9780723263609.jpg,Spot Goes to School,Eric Hill,Board book,4.0,8.23,$,,9780723263609,Childrens-Books,dataset/Childrens-Books/0000709.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4095/9781409562894.jpg,First Thousand Words In English,Heather Amery,Paperback,4.0,8.40,$,10.3,9781409562894,Childrens-Books,dataset/Childrens-Books/0000710.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1413/9780141368887.jpg,The Outsiders,S. E. Hinton,Paperback,4.0,7.76,$,10.3,9780141368887,Childrens-Books,dataset/Childrens-Books/0000711.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1475/9780147514011.jpg,Little Women,Louisa May Alcott,Hardback,4.0,12.84,$,16.0,9780147514011,Childrens-Books,dataset/Childrens-Books/0000712.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/2502/9781250258021.jpg,Wayward Son,Rainbow Rowell,Paperback,4.5,9.22,$,10.3,9781250258021,Childrens-Books,dataset/Childrens-Books/0000713.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1413/9780141363929.jpg,The Hidden Oracle (The Trials of Apollo Book 1),Rick Riordan,Paperback,4.5,8.45,$,8.8,9780141363929,Childrens-Books,dataset/Childrens-Books/0000714.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3408/9780340884355.jpg,CHERUB: Maximum Security,Robert Muchamore,Paperback,4.5,6.92,$,10.3,9780340884355,Childrens-Books,dataset/Childrens-Books/0000715.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4052/9781405284196.jpg,Star Wars: Where's the Wookiee? Search and Find Book,Lucasfilm Ltd,Paperback,4.0,7.44,$,10.3,9781405284196,Childrens-Books,dataset/Childrens-Books/0000716.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4926/9781492656227.jpg,Quantum Physics for Babies,Chris Ferrie,Board book,4.0,8.81,$,10.3,9781492656227,Childrens-Books,dataset/Childrens-Books/0000717.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4019/9781401922085.jpg,"I Think, I Am!",Louise Hay,Hardback,4.5,13.18,$,16.0,9781401922085,Childrens-Books,dataset/Childrens-Books/0000718.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1424/9780142410332.jpg,Danny the Champion of the World,Roald Dahl,Paperback,4.0,7.35,$,8.3,9780142410332,Childrens-Books,dataset/Childrens-Books/0000719.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3948/9780394800011.jpg,The Cat in the Hat,Dr. Seuss,Hardback,4.0,9.46,$,10.3,9780394800011,Childrens-Books,dataset/Childrens-Books/0000720.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3304/9780330453677.jpg,Into the Wild,Jon Krakauer,Paperback,4.0,7.08,$,11.4,9780330453677,Childrens-Books,dataset/Childrens-Books/0000721.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6088/9781608870080.jpg,Harry Potter: A Pop-Up Book,Bruce Foster,Hardback,4.5,17.43,$,24.99,9781608870080,Childrens-Books,dataset/Childrens-Books/0000722.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/5712/9780571259311.jpg,Ariel,Sylvia Plath,Hardback,4.0,10.42,$,13.9,9780571259311,Childrens-Books,dataset/Childrens-Books/0000723.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8442/9781844285457.jpg,The Pigeon Finds a Hot Dog!,Mo Willems,Paperback,4.5,7.60,$,10.3,9781844285457,Childrens-Books,dataset/Childrens-Books/0000724.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0075/9780007514274.jpg,Once Upon an Alphabet,Oliver Jeffers,Hardback,4.5,20.08,$,24.0,9780007514274,Childrens-Books,dataset/Childrens-Books/0000725.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0994/9780099429791.jpg,Atonement,Ian McEwan,Paperback,4.0,11.19,$,11.4,9780099429791,Childrens-Books,dataset/Childrens-Books/0000726.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/6035/9780603571787.jpg,The Magic Faraway Tree Collection,Enid Blyton,Paperback,4.5,21.52,$,23.67,9780603571787,Childrens-Books,dataset/Childrens-Books/0000727.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7807/9781780748375.jpg,Illuminae,Jay Kristoff,Paperback,4.5,11.58,$,12.9,9781780748375,Childrens-Books,dataset/Childrens-Books/0000728.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7754/9781775431756.jpg,Wonky Donkey,Craig Smith,Board book,5.0,13.45,$,,9781775431756,Childrens-Books,dataset/Childrens-Books/0000729.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4088/9781408898130.jpg,Harry Potter and the Chamber of Secrets - Ravenclaw Edition,J.K. Rowling,Hardback,4.5,14.56,$,18.0,9781408898130,Childrens-Books,dataset/Childrens-Books/0000730.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/9769/9780976998129.jpg,Japanese from Zero!: 1,George Trombley,Paperback,4.5,25.86,$,33.4,9780976998129,Childrens-Books,dataset/Childrens-Books/0000731.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9257/9781925713435.jpg,All the Ways to be Smart,Allison Colpoys,Hardback,4.5,18.10,$,,9781925713435,Childrens-Books,dataset/Childrens-Books/0000732.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3408/9780340875582.jpg,Mixed Up Fairy Tales,Hilary Robinson,Paperback,4.5,8.73,$,10.3,9780340875582,Childrens-Books,dataset/Childrens-Books/0000733.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/5453/9780545326995.jpg,Drama,Raina Telgemeier,Paperback,4.0,9.05,$,11.4,9780545326995,Childrens-Books,dataset/Childrens-Books/0000734.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/2501/9781250135025.jpg,Carry on,Rainbow Rowell,Paperback,4.0,9.76,$,11.4,9781250135025,Childrens-Books,dataset/Childrens-Books/0000735.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4095/9781409579946.jpg,Lola and the Boy Next Door,Stephanie Perkins,Paperback,4.0,7.01,$,8.8,9781409579946,Childrens-Books,dataset/Childrens-Books/0000736.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3409/9780340956465.jpg,CHERUB: Brigands M.C.,Robert Muchamore,Paperback,4.5,7.44,$,10.3,9780340956465,Childrens-Books,dataset/Childrens-Books/0000737.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4071/9781407136813.jpg,Tom Gates Best Book Day Ever (so Far),Liz Pichon,Paperback,4.5,6.12,$,,9781407136813,Childrens-Books,dataset/Childrens-Books/0000738.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4215/9781421588667.jpg,"My Hero Academia, Vol. 6",Kohei Horikoshi,Paperback,4.5,6.37,$,8.8,9781421588667,Childrens-Books,dataset/Childrens-Books/0000739.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0081/9780008188573.jpg,The Midnight Gang,David Walliams,Paperback,4.5,14.99,$,15.0,9780008188573,Childrens-Books,dataset/Childrens-Books/0000740.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7566/9780756686062.jpg,The Lego Ideas Book,Daniel Lipkowitz,Hardback,4.5,20.20,$,25.2,9780756686062,Childrens-Books,dataset/Childrens-Books/0000741.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4052/9781405272193.jpg,The Enchanted Wood,Enid Blyton,Paperback,4.0,6.02,$,8.8,9781405272193,Childrens-Books,dataset/Childrens-Books/0000742.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9211/9781921150654.jpg,My Place,Nadia Wheatley,Paperback,4.5,8.25,$,8.8,9781921150654,Childrens-Books,dataset/Childrens-Books/0000743.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0072/9780007263516.jpg,The Giver,Lois Lowry,Paperback,4.0,6.99,$,8.8,9780007263516,Childrens-Books,dataset/Childrens-Books/0000744.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0083/9780008304591.jpg,The World's Worst Children 3,David Walliams,Hardback,4.5,16.39,$,19.1,9780008304591,Childrens-Books,dataset/Childrens-Books/0000745.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8780/9781878076496.jpg,I Said No! a Kid-To-Kid Guide to Keeping Your Private Parts Private,Kimberly King,Paperback,4.5,10.17,$,12.6,9781878076496,Childrens-Books,dataset/Childrens-Books/0000746.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0644/9780064434836.jpg,Edwina the Emu,Sheena Knowles,Paperback,4.0,8.07,$,8.3,9780064434836,Childrens-Books,dataset/Childrens-Books/0000747.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5266/9781526606181.jpg,Harry Potter and the Prisoner of Azkaban - Ravenclaw Edition,J.K. Rowling,Hardback,4.5,17.30,$,18.0,9781526606181,Childrens-Books,dataset/Childrens-Books/0000748.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3250/9780325078229.jpg,The Writing Strategies Book,Jennifer Serravallo,Paperback,4.5,44.25,$,45.8,9780325078229,Childrens-Books,dataset/Childrens-Books/0000749.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8576/9780857635631.jpg,Listen to the Music,Nosy Crow,Board book,4.5,7.90,$,10.3,9780857635631,Childrens-Books,dataset/Childrens-Books/0000750.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4088/9781408883082.jpg,Quidditch Through the Ages,J. K. Rowling,Paperback,4.0,5.84,$,7.8,9781408883082,Childrens-Books,dataset/Childrens-Books/0000751.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3409/9780340931844.jpg,CHERUB: The General,Robert Muchamore,Paperback,4.5,7.14,$,10.3,9780340931844,Childrens-Books,dataset/Childrens-Books/0000752.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/3382/9781338230895.jpg,Pokemon: Super Deluxe Essential Handbook,Scholastic,Paperback,4.5,12.33,$,13.9,9781338230895,Childrens-Books,dataset/Childrens-Books/0000753.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5947/9781594744761.jpg,Miss Peregrine's Home For Peculiar Children,Ransom Riggs,Hardback,4.0,15.06,$,19.1,9781594744761,Childrens-Books,dataset/Childrens-Books/0000754.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9052/9781905233298.jpg,Teaching My Mother How to Give Birth,Warsan Shire,Paperback,4.5,5.43,$,,9781905233298,Childrens-Books,dataset/Childrens-Books/0000755.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3758/9780375850868.jpg,When You Reach Me,Rebecca Stead,Paperback,4.0,7.16,$,8.3,9780375850868,Childrens-Books,dataset/Childrens-Books/0000756.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3409/9780340999745.jpg,CHERUB: Shadow Wave,Robert Muchamore,Paperback,4.0,7.18,$,10.3,9780340999745,Childrens-Books,dataset/Childrens-Books/0000757.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7445/9780744536348.jpg,Handa's Surprise,Eileen Browne,Paperback,4.0,6.74,$,8.8,9780744536348,Childrens-Books,dataset/Childrens-Books/0000758.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7829/9781782953463.jpg,The Curious Incident of the Dog In the Night-time,Mark Haddon,Paperback,4.0,8.36,$,8.8,9781782953463,Childrens-Books,dataset/Childrens-Books/0000759.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1413/9780141365428.jpg,The BFG,Roald Dahl,Paperback,4.0,7.14,$,7.8,9780141365428,Childrens-Books,dataset/Childrens-Books/0000760.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8422/9781842297407.jpg,How to Draw 101 Animals,Dan Green,Paperback,4.0,6.04,$,,9781842297407,Childrens-Books,dataset/Childrens-Books/0000761.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4440/9781444004236.jpg,Asterix: Omnibus 1,Rene Goscinny,Paperback,4.5,14.20,$,19.1,9781444004236,Childrens-Books,dataset/Childrens-Books/0000762.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7232/9780723267034.jpg,Peter Rabbit My First Little Library,Beatrix Potter,Board book,4.5,8.02,$,,9780723267034,Childrens-Books,dataset/Childrens-Books/0000763.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8595/9780859538466.jpg,If You're Happy and You Know it...,Annie Kubler,Board book,3.5,6.03,$,6.2,9780859538466,Childrens-Books,dataset/Childrens-Books/0000764.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/5906/9780590634274.jpg,Captain Underpants and the Attack of the Talking Toilets,Dav Pilkey,Paperback,4.0,5.57,$,6.2,9780590634274,Childrens-Books,dataset/Childrens-Books/0000765.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/5458/9780545855723.jpg,"Wings of Fire Boxset, Books 1-5 (Wings of Fire)",Tui T Sutherland,Paperback,5.0,29.08,$,39.6,9780545855723,Childrens-Books,dataset/Childrens-Books/0000766.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4767/9781476792507.jpg,After We Fell,Anna Todd,Paperback,4.0,14.16,$,19.1,9781476792507,Childrens-Books,dataset/Childrens-Books/0000767.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1413/9780141345871.jpg,The 5th Wave: The Infinite Sea (Book 2),Rick Yancey,Paperback,4.0,8.19,$,10.3,9780141345871,Childrens-Books,dataset/Childrens-Books/0000768.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1413/9780141365510.jpg,The Enormous Crocodile,Roald Dahl,Paperback,4.0,5.91,$,7.0,9780141365510,Childrens-Books,dataset/Childrens-Books/0000769.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1413/9780141345833.jpg,The 5th Wave (Book 1),Rick Yancey,Paperback,4.0,9.16,$,10.3,9780141345833,Childrens-Books,dataset/Childrens-Books/0000770.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4088/9781408848180.jpg,Paper Towns,John Green,Paperback,4.0,6.88,$,7.8,9781408848180,Childrens-Books,dataset/Childrens-Books/0000771.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1413/9780141304700.jpg,"The Wonderful Story of Henry Sugar, and Six More",Roald Dahl,Paperback,4.0,7.35,$,8.3,9780141304700,Childrens-Books,dataset/Childrens-Books/0000772.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5754/9781575421285.jpg,Teeth are Not for Biting,Elizabeth Verdick,Board book,4.0,9.27,$,9.5,9781575421285,Childrens-Books,dataset/Childrens-Books/0000773.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9378/9781937870010.jpg,Wilma Jean the Worry Machine,Julia Cook,Paperback,4.5,8.14,$,10.3,9781937870010,Childrens-Books,dataset/Childrens-Books/0000774.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8547/9781854724465.jpg,"The AB Guide to Music Theory, Part I",Eric Taylor,Sheet music,4.0,7.24,$,,9781854724465,Childrens-Books,dataset/Childrens-Books/0000775.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0622/9780062278227.jpg,Nimona,Noelle Stevenson,Paperback,4.0,11.99,$,15.0,9780062278227,Childrens-Books,dataset/Childrens-Books/0000776.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3071/9780307120007.jpg,Pat the Bunny: Touch n Feel,Dorothy Kunhardt,Spiral bound,4.0,6.96,$,10.3,9780307120007,Childrens-Books,dataset/Childrens-Books/0000777.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5914/9781591478058.jpg,What to Do When Your Brain Gets Stuck,Dawn Huebner,Paperback,4.5,15.01,$,,9781591478058,Childrens-Books,dataset/Childrens-Books/0000778.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7805/9781780554419.jpg,The Kids' Book of Crosswords 1,Gareth Moore,Paperback,5.0,3.55,$,5.0,9781780554419,Childrens-Books,dataset/Childrens-Books/0000779.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1413/9780141389936.jpg,The Great Gatsby,F. Scott Fitzgerald,Paperback,4.0,5.80,$,6.2,9780141389936,Childrens-Books,dataset/Childrens-Books/0000780.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4447/9781444722703.jpg,Days of Blood and Starlight,Laini Taylor,Paperback,4.0,8.76,$,11.4,9781444722703,Childrens-Books,dataset/Childrens-Books/0000781.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4088/9781408898116.jpg,Harry Potter and the Chamber of Secrets - Slytherin Edition,J.K. Rowling,Hardback,4.5,14.57,$,18.0,9781408898116,Childrens-Books,dataset/Childrens-Books/0000782.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1405/9780140559965.jpg,Animalia,Graeme Base,Paperback,4.5,9.34,$,,9780140559965,Childrens-Books,dataset/Childrens-Books/0000783.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0074/9780007494019.jpg,Grandpa's Great Escape,David Walliams,Hardback,4.5,14.63,$,16.0,9780007494019,Childrens-Books,dataset/Childrens-Books/0000784.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/5451/9780545132060.jpg,Smile,Raina Telgemeier,Paperback,4.0,8.96,$,11.4,9780545132060,Childrens-Books,dataset/Childrens-Books/0000785.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0083/9780008342579.jpg,Fing,David Walliams,Hardback,4.0,12.91,$,16.0,9780008342579,Childrens-Books,dataset/Childrens-Books/0000786.jpg
